Disease,Symptom_0,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_precaution_0,Symptom_precaution_1,Symptom_precaution_2,Symptom_precaution_3,Symptom_Description
Pneumonia, chills, cough, high_fever, breathlessness, sweating,consult doctor,medication,rest,follow up,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe."
Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails, inflammatory_nails,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family."
Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family."
Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family."
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family."
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, inflammatory_nails,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family."
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family."
Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family."
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough,cover mouth,consult doctor,medication,rest,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis."
Tuberculosis, chills, vomiting, fatigue, weight_loss, high_fever,cover mouth,consult doctor,medication,rest,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis."
Tuberculosis, vomiting, fatigue, weight_loss, cough, high_fever,cover mouth,consult doctor,medication,rest,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis."
Tuberculosis, chills, fatigue, weight_loss, cough, high_fever,cover mouth,consult doctor,medication,rest,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis."
Tuberculosis, chills, vomiting, weight_loss, cough, high_fever,cover mouth,consult doctor,medication,rest,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis."
Tuberculosis, chills, vomiting, fatigue, cough, high_fever,cover mouth,consult doctor,medication,rest,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis."
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough,cover mouth,consult doctor,medication,rest,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis."
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough,cover mouth,consult doctor,medication,rest,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis."
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough,cover mouth,consult doctor,medication,rest,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis."
Typhoid, chills, vomiting, fatigue, high_fever, headache,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhoea is uncommon, and vomiting is not usually severe."
Typhoid, chills, vomiting, fatigue, high_fever, headache,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhoea is uncommon, and vomiting is not usually severe."
Typhoid, chills, vomiting, fatigue, high_fever, headache,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhoea is uncommon, and vomiting is not usually severe."
Typhoid, chills, fatigue, high_fever, headache, nausea,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhoea is uncommon, and vomiting is not usually severe."
Typhoid, chills, vomiting, fatigue, high_fever, headache,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhoea is uncommon, and vomiting is not usually severe."
Typhoid, chills, vomiting, fatigue, high_fever, headache,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhoea is uncommon, and vomiting is not usually severe."
Typhoid, chills, vomiting, fatigue, high_fever, nausea,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhoea is uncommon, and vomiting is not usually severe."
Typhoid, chills, vomiting, fatigue, high_fever, headache,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhoea is uncommon, and vomiting is not usually severe."
Typhoid, chills, vomiting, fatigue, high_fever, headache,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhoea is uncommon, and vomiting is not usually severe."
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,headache,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating."
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,high_fever,headache,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating."
Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,high_fever,headache,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating."
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,high_fever,headache,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating."
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,high_fever,headache,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating."
Varicose veins, fatigue, cramps, bruising, obesity, swollen_blood_vessels,lie down flat and raise the leg high,use ointments,use vein compression,don't stand still for long,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs."
Varicose veins, fatigue, cramps, obesity, swollen_legs, swollen_blood_vessels,lie down flat and raise the leg high,use ointments,use vein compression,don't stand still for long,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs."
Varicose veins, fatigue, bruising, obesity, swollen_legs, swollen_blood_vessels,lie down flat and raise the leg high,use ointments,use vein compression,don't stand still for long,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs."
Varicose veins, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels,lie down flat and raise the leg high,use ointments,use vein compression,don't stand still for long,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs."
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs,lie down flat and raise the leg high,use ointments,use vein compression,don't stand still for long,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs."
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs,lie down flat and raise the leg high,use ointments,use vein compression,don't stand still for long,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs."
Varicose veins, fatigue, cramps, bruising, swollen_legs, swollen_blood_vessels,lie down flat and raise the leg high,use ointments,use vein compression,don't stand still for long,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs."
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs,lie down flat and raise the leg high,use ointments,use vein compression,don't stand still for long,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs."
